Id,NAME,ADDRESS,CITY,STATE,ZIP,PHONE,UTILIZATION
a32a7d44-f085-4dfb-831c-32f1d1f17eb0,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,1510,9783683000,1205
9bf40961-512a-40d6-868e-bdbd3a52d08a,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,2360,5087462000,5562
1d2984d1-e304-4e99-93c9-2dae05aab411,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,1605,5087999000,3629
8ff8b957-9298-4372-8e45-96d98240b397,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,9789376000,11096
a4f0d528-ccc3-4fae-b994-7189d32d21cf,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,4135682811,2396
eb8dc4d3-ac77-4d89-95d7-a28dc4456366,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,4137489000,7952
6b098909-0779-4bb1-9169-6a76bf121c78,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,2176,7819793000,24180
0bfae41d-52ae-4282-abf6-585f55464f14,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,6177262000,2227
20f06df8-6715-46ea-b872-5dae9d3b489e,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,5088287000,4413
0c9aef15-eb72-40e2-afa1-4d4c27983419,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,5086793131,5337
1741dbd4-ce17-43e3-9074-18fcd7256dac,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,2114,6175237900,2086
553d9fc3-26b0-473b-8e57-4a090cd66425,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,4137940000,6417
dfecd0a8-be3c-4bcc-bcee-7d2f803038b6,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,9786870156,4768
fc42b7bf-4d88-4e65-8bda-4fdf5a795131,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2494,7814533002,2287
0c284f85-d4d4-4d92-a259-58d0ffae19be,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,9783691400,7092
68cd96bb-dea8-4fc8-bf25-c9f34417ec7c,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,6176677000,3989
7ec79415-8491-4ed8-a73f-cc4e97873fea,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,2120,6177545800,2140
a82d6665-181f-41e2-94f8-8a4ee2daaa61,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,1757,5084731190,6647
b3aea7cc-80c8-429e-83a0-97e4f513b3d5,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,1440,9786323420,3067
a6eba8e3-04b8-4c91-8922-20c182af66bb,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,1432,9787849000,4384
3125e61f-fd8d-4289-9eb5-92d01dc86d88,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,7813408000,1450
e41e3d35-98ab-447e-a5df-3da964fe524f,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,2462,6172436000,9059
b3499a99-6edc-438f-813f-d1e084a3a128,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,7817299000,5517
09d5ae4c-05c4-40dd-b1d3-ce18375ebf41,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,2186,6176964600,4170
1d5b0d27-872e-44a1-aaad-2f35860adcf5,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,2115,6177325500,2100
9ebeadb4-171a-4343-afa1-dd2d0a38740b,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,2301,5084273000,8232
e5b001be-b5fb-49a0-ac3e-fcd898355279,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,6176365000,1682
f84640f5-f9fa-472b-a081-3f6c72e1f774,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,2130,6179837000,2956
eb9862c5-4400-41b4-a3cb-5474f98cf6f6,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,2062,5087721000,6917
10ac5837-2659-4222-a0cf-a279f102dfcc,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,5085485300,4070
248c751f-acc1-4824-828f-8f685048984a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,5083341000,6641
28dd5796-6366-49c5-9118-b1ede429dd2a,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,1803,7817445100,6060
1d0efe7a-fba4-41bb-950f-1af9ed87bced,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,5083831000,11731
cd11a18c-0192-45c9-b64c-4bce9a1fec10,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,1608,5083635000,5724
c20b8666-d9f7-46fe-8d1e-1d74f5c39703,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,2554,5082281200,1807
5c9c2406-de5a-4fd0-b20a-6b9cece57762,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,2557,5086930410,1064
f6eee6ba-0673-4817-9592-e66e9b333e45,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,1331,9782493511,175
ff8febca-adc4-4b91-99dd-2258d73e8eac,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,2135,6172543800,2322
3ef33b3c-90a9-41e6-b7ea-ed7bf9e982ab,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,2115,6177356000,3663
b213de1f-c822-4872-8145-e7d5fb1f10b7,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,1104,4137872000,6615
56b41c21-0865-4a93-a37b-c27e680ac537,SHRINERS' HOSPITAL FOR CHILDREN - BOSTON  THE,51 BLOSSOM STREET,BOSTON,MA,2114,6177223000,3388
905a7bd4-a763-4067-a824-bf709d0c7571,Lowell Outpatient Clinic,130 Marshall Road,Lowell,MA,1852,800-865-3384,41
daa6bd60-508d-44cd-8b49-5e49e5657a8a,New Bedford Outpatient Clinic,175 Elm Street,New Bedford,MA,2740,508-994-0217,1
9546ee4d-b999-4bab-8a30-02be460a3d54,Quincy Outpatient Clinic,110 West Squantum Street,Quincy,MA,2169,800-865-3384,2
ec5d06b3-8efc-46b0-aeea-ce33ef727e86,New Bedford Vet Center,73 Huttleton Ave.  Unit 2,Fairhaven,MA,2719,508-999-6920 Or 508-999-6920,65
4100f4d3-8bb8-4de1-9053-4ea1597a2971,MASHPEE FAMILY MEDICINE,5 INDUSTRIAL DRIVE,MASHPEE,MA,2649,508-477-4282,5
e2176e52-bd07-4f52-87c4-e89d32462b77,PRIMA CARE WALK IN CLINIC,289 PLEASANT STREET,FALL RIVER,MA,2721,508-674-7779,17
02ad54a5-1871-42f1-942a-538ff35e199e,TRU MEDICAL WALK IN CLINIC,140 NAUSET STREET,NEW BEDFORD,MA,2746,508-990-8260,23
0504cd72-fae2-43c5-9cf8-9c05b43cfad5,SAINTS WALK-IN MEDICAL CENTER - URGENT CARE AND OCCUPATIONAL HEALTH,1230 BRIDGE STREET,LOWELL,MA,1850,978-459-2273,117
42a7f846-c998-4220-bb62-5cb476b158c9,URGENT CARE MEDICAL CLINIC,629 PLEASANT STREET,BROCKTON,MA,2301,508-583-0010,42
ec45e924-4327-4245-b92e-ba96eb965147,FAMILY MEDICAL CENTER,210 WASHINGTON STREET,FAIRHAVEN,MA,2719,508-992-5546,2
15092aed-f884-44cb-a617-f3ac46bc2502,ROUTE 6 WALK IN EMERGENCY OFFICE,1589 FALL RIVER AVENUE,SEEKONK,MA,2771,508-336-4550,4
d1bab372-58e1-44e6-a4f2-ac6eeb06c55f,HANOVER FAMILY HEALTH AND URGENT CARE,1399 WASHINGTON STREET,HANOVER,MA,2339,781-829-1000,29
0c07dbbf-c68a-458f-8157-3ec69f773f18,WALK IN AND PRIMARY CARE,808 MAIN STREET,WALTHAM,MA,2451,781-894-8200,26
be0c9f61-36f6-4a70-830f-25d42e11d042,SAINTS WALK-IN MEDICAL CENTER - URGENT CARE AND OCCUPATIONAL HEALTH,85 PARKHURST ROAD,CHELMSFORD,MA,1824,978-458-6868,108
466695b5-4f9a-486a-8a80-3ddf081cfd62,CHELSEA MGH HEALTH CENTER MEDICAL WALK IN,151 EVERETT AVENUE,CHELSEA,MA,2150,617-884-8300,79
8a116b83-215c-48fd-b083-040f6d2aca7a,HARVARD VANGUARD BRAINTREE PRACTICE URGENT CARE,111 GROSSMAN DRIVE,BRAINTREE,MA,2184,781-849-1000,154
924b4d13-b378-44d4-a352-06c567fa93da,HAMPDEN COUNTY URGENT MEDICAL CARE CENTER,98 SHAKER ROAD,EAST LONGMEADOW,MA,1028,413-525-3958,10
a705144a-2e2b-44c3-9f29-d1371a3cf7cc,FAMILY CARE MEDICAL CENTER / URGENT CARE PHYSICIAN,1515 ALLEN STREET,SPRINGFIELD,MA,1118,413-783-9114,472
8c13d1d1-3828-403e-9f57-24f406bf1919,FAMILY HEALTH CENTER,26 QUEEN STREET,WORCESTER,MA,1610,508-860-7777,1160
2c9efe0d-1a7e-4766-a6c1-e42e619de963,WINCHESTER HOSPITAL FAMILY MEDICAL CENTER,500 SALEM STREET,WILMINGTON,MA,1887,978-988-6105,30
7e39da76-1873-400c-b9fb-5a69456d2945,MID CAPE MEDICAL CENTER,489 BEARSES WAY,HYANNIS,MA,2601,508-771-4092,3
d6e25500-79d3-4b49-b99a-df4b62ec8b78,CODMAN SQUARE HEALTH CENTER,637 WASHINGTON STREET,DORCHESTER,MA,2124,617-825-9660,18
234cb23d-61d7-43a5-a7b9-5905841e35a8,CONCENTRA URGENT CARE - WILMINGTON,66B CONCORD STREET,WILMINGTON,MA,1887,978-657-3826,62
d1b12be1-1866-447b-b882-8566adb8e32a,URGENT CARE MEDICAL CLINIC,581 BOYLSTON STREET,BOSTON,MA,2116,617-247-1400,26
6476565c-58a5-4ed9-8a16-121ea9d30a77,TAUNTON WALK IN HEALTH CLINIC,58 TREMONT STREET,TAUNTON,MA,2780,508-822-2311,121
d73f5e80-870c-4700-8e11-8d5b6577cca6,GREAT BROOK VALLEY HEALTH CENTER,19 TACOMA STREET,WORCESTER,MA,1605,508-852-1805,60
65cf8929-263f-42c3-a125-d094340bfbae,LAHEY CLINIC NORTHSHORE,1 ESSEX CENTER DRIVE,PEABODY,MA,1960,978-538-4000,164
cbd0ac4f-70a2-4008-b268-903dc96a4974,FALMOUTH HOSPITAL CLINIC AT BOURNE,1 TROWBRIDGE ROAD,BUZZARDS BAY,MA,2532,508-743-0322,371
f3d3063a-ec0a-4665-bcb4-9ca4cbd81bb5,WALTHAM URGENT CARE,9 HOPE AVENUE,WALTHAM,MA,2453,617-243-5591,651
c9c90881-72f3-400f-ab55-7c8c7af9a89c,FONTAINE MEDICAL CENTER,525 LONG POND DRIVE,HARWICH,MA,2645,508-432-4100,202
b2298f01-c846-4ac9-8022-7d17adf36eb9,CONCENTRA URGENT CARE - GREENFIELD,489 BERNARDSTON ROAD,GREENFIELD,MA,1301,413-772-5055,26
87f960db-e8db-45d2-af80-39412462ebd2,CONCENTRA URGENT CARE - SPRINGFIELD,140 CARANDO DRIVE,SPRINGFIELD,MA,1104,413-746-4006,331
c46f8b0a-0b88-4c18-95de-db65024dd6e2,GENERAL HEALTH CARE,66 SOUTH WASHINGTON STREET,NORTH ATTLEBORO,MA,2760,508-643-0100,104
4def4811-0117-4c04-bb39-338d40fcd663,RIVER BEND MEDICAL GROUP - CHICOPEE OFFICE - URGENT CARE,444 MONTGOMERY STREET,CHICOPEE,MA,1020,413-594-3111,135
c1b9f354-3fcf-44be-be48-ee6536ee2274,FAMILY DOCTORS,250 PARADISE ROAD,SWAMPSCOTT,MA,1907,781-596-4150,174
21d40191-aaf9-4a37-bd5c-6009bc4541f8,ON CALL URGENT CARE CENTER,51 LOCUST STREET,NORTHAMPTON,MA,1060,413-584-7425,37
12f107a1-c5df-40e0-ab58-9e7a07ebf56b,HAWTHORN MEDICAL URGENT CARE CENTER,237 STATE ROAD,NORTH DARTMOUTH,MA,2747,508-961-0861,26
24370b43-d1cb-465f-85be-56e2769396d7,CONCENTRA URGENT CARE - EAST BOSTON,1 HARBORSIDE DRIVE,EAST BOSTON,MA,2128,617-568-6500,203
965ba771-9485-4cc7-9ee7-be1882f9570c,ROUTE 44 MEDICAL WALK-IN,106 UNITED STATES HIGHWAY 44,RAYNHAM,MA,2767,508-824-1476,29
0500c727-48c5-4c11-803d-26cc2b051903,FALLON CLINIC URGENT CARE,630 PLANTATION STREET,WORCESTER,MA,1605,508-595-2505,50
1ca9b8b1-6021-48b2-858e-1ee5ac3e51c7,FALMOUTH WALK IN MEDICAL CENTER,309 TEATICKET HIGHWAY,TEATICKET,MA,2536,508-540-6790,7
6a1b415c-3284-4278-964a-eb9d420fc7c5,PROMPT CARE WALK-IN CLINIC,170 GOVERNORS AVENUE,MEDFORD,MA,2155,781-306-6180,525
4909ad6d-97e1-4bf3-b428-7ae1d9e91db6,PRIMA CARE / SOMERSET SWANSEA WALK IN CARE CENTER,67 GRAND ARMY OF THE REPUBLIC HIGHWAY,SOMERSET,MA,2726,508-678-5631,5
